franco,arabic,english,source,annotator,verified,collected_at
🔥❤ 1:46 1:48 afdal part 😂,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:16.565569
2023 انا باقى هنا الأغني كتحمق تحيتي ليك من المغرب الأغنية واعرة😊😊❤,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:16.565569
Nta Kadir mosi9a kHOYa,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:16.565569
Kansma3elou ana WE merati dima,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:16.565569
"7louwa ,awel mara nasma3ha👍",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:16.565569
شكون باقي تسمع فا 2023,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:16.565569
maf5ara l 3raychiyen sawt maaachaaalah kay7ama9 estilo unico dyalek bo7dek whada lmetmiyez fik ya rebi ysahal 3lik nta number 1 d maghreb,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:16.565569
Repeat on 2023,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:16.565569
Wa3ra bzaaaaaaaafffffff,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:16.565569
Il me fait penser à l’artiste 😮ta9riban nafs la voix ❤,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:17.358786
Nchlh y'a Rbi yla9ina b wild hlal 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:17.358786
2022/2023 😍 وباقي عنزيد نسمع لولد بلادي 🇲🇦 ديما لاراتشي 👍,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:17.358786
"Dayman 3aycha f bali wakha b3ida
3jebni 7ali m3ak morena
Ma fehmouchi chno kina fi 9albi, Ahah!
Ghir m3ak li t3ellemt lghira
Ra machi darouri tkoun modela
Wakha l7ayat 9sira dayman tsibni fi jenbek
9albi kan 9asse7 m3a ghiro
Tal nhar li fih nti banti
Kount dayman nbeddel numeros
Daba ghir bou7dek ditih

Wakha 9alou fik
Khalass 7abbitek ana
Khalass nti tebghini
Khalass ra yhedro fina
Wana wana wana wana
Ghadi neddik
Chmen ghalat 3melto ana
Wach ghalat t7ebbini
Kolchi ghalat ila nti wana
Wana wana wana wana

Kayna million sabab bach ndiro la casa
Nkemmel 7yati m3ak w ndiro la fafa
Ch7al men 7aja 9ellebt 3liha w fik l9itha
Li binatna ra machi 3adi
Dik de7ka ra bezzaf 7ebbitha
Wellat a3az 7aja 3endi
Oh no no! Zine chafni tbeddel lounou
Wella 3endi number uno
Nhar jat 3ayni f 3youno
3youno, 3youno, 3youno

Wakha 9alou fik
Khalass 7abbitek ana
Khalass nti tebghini
Khalass ra yhedro fina
Wana wana wana wana
Ghadi neddik
Chmen ghalat 3melto ana
Wach ghalat t7ebbini
Kolchi ghalat ila nti wana
Wana wana wana wana

T9ol galbi 7ebbek, ghir décide ma t9oulihach
Ki ndir m3ak, nti tnervini, ma 3reft 3lach
3arfek tghiri 3lya wana nghir 3lik
Wakha ga3 ma nbiyen lik
Ya jenniya 3ejbouni 3aynik
Tu es magnifique, nti 3endi unique
Zine sympa, zine ndiha men darhom a bba
Sayssi
Ntiya harba, yfer7o darna w darkom chabba
Blati blati blati
Zine sympa, zine ndiha men darhom a bba
Sayssi
Ntiya harba, yfer7o darna w darkom chabba

Wakha 9alou fik
Khalass 7abbitek ana
Khalass nti tebghini
Khalass ra yhedro fina
Wana wana wana wana
Ghadi neddik
Chmen ghalat 3melto ana
Wach ghalat t7ebbini
Kolchi ghalat ila nti wana
Wana wana wana wana",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:17.358786
Kat7ama9ni had ghonia .good job👍,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:17.358786
"Oh my god ❤I learned this ""khaless habetek ana '' which means..finally I love you hhhh ❤so much love from canada 🇨🇦🇲🇦",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:17.358786
Dir fit m3a ILY,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:17.358786
N7ebbek ya far5a,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
Inaho libda33 $$$,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
Nass rab7in flouss 3la dharna laymsakh wld klb 🗣,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
Topp tbarkhalah 3lik blani bik weld khali 😍👌👍,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
Zwamel ma3andixi m3ahom,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
Chkoun 2022? Hh,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
Wakha 9alo fik 5alas habitk ana 😫❤️,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
0:40 katkal3azz hhhhhhhhhhh,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
chkoun chaf had lclip heroina rah msewer flmghib had chi bezaaaf 😯😆https://www.youtube.com/watch?v=voo8F51vYpw,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
"Parole phonétique.

Dayman 3aycha f bali wakha b3ida
3jebni 7ali m3ak morena
Ma fehmouchi chno kina fi 9albi, Ahah!
Ghir m3ak li t3ellemt lghira
Ra machi darouri tkoun modela
Wakha l7ayat 9sira dayman tsibni fi jenbek
9albi kan 9asse7 m3a ghiro
Tal nhar li fih nti banti
Kount dayman nbeddel numeros
Daba ghir bou7dek ditih
Wakha 9alou fik
Khalass 7abbitek ana
Khalass nti tebghini
Khalass ra yhedro fina
Wana wana wana wana
Ghadi neddik
Chmen ghalat 3melto ana
Wach ghalat t7ebbini
Kolchi ghalat ila nti wana
Wana wana wana wana
Kayna million sabab bach ndiro la casa
Nkemmel 7yati m3ak w ndiro la fafa
Ch7al men 7aja 9ellebt 3liha w fik l9itha
Li binatna ra machi 3adi
Dik de7ka ra bezzaf 7ebbitha
Wellat a3az 7aja 3endi
Oh no no! Zine chafni tbeddel lounou
Wella 3endi number uno
Nhar jat 3ayni f 3youno
3youno, 3youno, 3youno
Wakha 9alou fik
Khalass 7abbitek ana
Khalass nti tebghini
Khalass ra yhedro fina
Wana wana wana wana
Ghadi neddik
Chmen ghalat 3melto ana
Wach ghalat t7ebbini
Kolchi ghalat ila nti wana
Wana wana wana wana
T9ol galbi 7ebbek, ghir décide ma t9oulihach
Ki ndir m3ak, nti tnervini, ma 3reft 3lach
3arfek tghiri 3lya wana nghir 3lik
Wakha ga3 ma nbiyen lik
Ya jenniya 3ejbouni 3aynik
Tu es magnifique, nti 3endi unique
Zine sympa, zine ndiha men darhom a bba
Sayssi
Ntiya harba, yfer7o darna w darkom chabba
Blati blati blati
Zine sympa, zine ndiha men darhom a bba
Sayssi
Ntiya harba, yfer7o darna w darkom chabba
Wakha 9alou fik
Khalass 7abbitek ana
Khalass nti tebghini
Khalass ra yhedro fina
Wana wana wana wana
Ghadi neddik
Chmen ghalat 3melto ana
Wach ghalat t7ebbini
Kolchi ghalat ila nti wana
Wana wana wana wana",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
Khay lehbib desko m9awed!! Weld blad,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
Khay dialy hada disco ............. flow maaa3art mezekna bhad la melodie ham9a ... betawfi9 sema3to f larache .. wa dima kantsanat lih .. sans commentaire track tebarkellah mazal remix 3tih ha9o,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
Tbarkallah 3lak khouya,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:18.142284
"Nice music , j ete decouvert 3ande l acteur marocain yassine nero 👍👍👍👍",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.029862
"Salam khoyi , 7echoma wellah 19 million vue , yallahe 655 k abonner 7echoma wellahe",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.029862
"Je chante et je dance sur cette chanson moi et mon petit med amine de 21 mois, je prie mon Dieu de me donner une longue vie pour rester avec mon ange 😍
#breast_cancer_warrior
20/05/2022",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.029862
L3raychyy,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.029862
موسي ما شالله عليه غادي إيقاع حساس رومانسي طوب لازمنا نساندوه باش يخرج ومازال عندو ما يقول mocci khallas mocci 9ortas المهم هو هذا القنديل المليء بأنوار الغناء الراقي لازمنا خوتي المغاربة المساندة والدعم باش يبقى شاعل وغادي نقولك إنت معلم-:),,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.798118
chkon ja man lhabs kant kanasma3ha f lhabs Belgique  radio  2m hahahhahah,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.798118
"Radi neddik wach men ghalat dertou ana ,wash ghalat thabbini .nono zine chafni tbeddal louno 💔",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.799118
Ana jazairia wnbghi mgharba tahiyeti likol lmgharba 🇩🇿❤️🇲🇦,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.799118
3 rules for 2022 good vibes good memories and good relationships,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.799118
U know u only got 17 mil cuz fun vibez u have with this girl keep up the good good memories good vibes and good relationship x,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.799118
Nty magnifique nty 3ndi unique 😂❤️,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.799118
CHOUFOU HAD EL ARTIST WA3ER MOKASSI AVEC CHANSON ALACHE https://youtu.be/YYTQE6ut4nQ,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.799118
CHOUFOU HAD EL ARTIST WA3ER MOKASSI AVEC CHANSON ALACHE https://youtu.be/YYTQE6ut4nQ,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.799118
Top  2021,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:19.799118
"Dayman 3aycha f bali wakha b3ida
3jebni 7ali m3ak morena
Ma fehmouchi chno kina fi 9albi, Ahah!
Ghir m3ak li t3ellemt lghira
Ra machi darouri tkoun modela
Wakha l7ayat 9sira dayman tsibni fi jenbek
9albi kan 9asse7 m3a ghiro
Tal nhar li fih nti banti
Kount dayman nbeddel numeros
Daba ghir bou7dek ditih
Wakha 9alou fik
Khalass 7abbitek ana
Khalass nti tebghini
Khalass ra yhedro fina
Wana wana wana wana
Ghadi neddik
Chmen ghalat 3melto ana
Wach ghalat t7ebbini
Kolchi ghalat ila nti wana
Wana wana wana wana
Kayna million sabab bach ndiro la casa
Nkemmel 7yati m3ak w ndiro la fafa
Ch7al men 7aja 9ellebt 3liha w fik l9itha
Li binatna ra machi 3adi
Dik de7ka ra bezzaf 7ebbitha
Wellat a3az 7aja 3endi
Oh no no! Zine chafni tbeddel lounou
Wella 3endi number uno
Nhar jat 3ayni f 3youno
3youno, 3youno, 3youno
Wakha 9alou fik
Khalass 7abbitek ana
Khalass nti tebghini
Khalass ra yhedro fina
Wana wana wana wana
Ghadi neddik
Chmen ghalat 3melto ana
Wach ghalat t7ebbini
Kolchi ghalat ila nti wana
Wana wana wana wana
T9ol galbi 7ebbek, ghir décide ma t9oulihach
Ki ndir m3ak, nti tnervini, ma 3reft 3lach
3arfek tghiri 3lya wana nghir 3lik
Wakha ga3 ma nbiyen lik
Ya jenniya 3ejbouni 3aynik
Tu es magnifique, nti 3endi unique
Zine sympa, zine ndiha men darhom a bba
Sayssi
Ntiya harba, yfer7o darna w darkom chabba
Blati blati blati
Zine sympa, zine ndiha men darhom a bba
Sayssi
Ntiya harba, yfer7o darna w darkom chabba
Wakha 9alou fik
Khalass 7abbitek ana
Khalass nti tebghini
Khalass ra yhedro fina
Wana wana wana wana
Ghadi neddik
Chmen ghalat 3melto ana
Wach ghalat t7ebbini
Kolchi ghalat ila nti wana
Wana wana wana wana",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:20.520146
𝑎7𝑙𝑎 𝑚𝑜𝑔ℎ𝑛𝑖 𝑓 𝑙𝑚𝑔ℎ𝑟𝑖𝑏 🥰🥰🥰,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:20.520146
1:37 good hhhhhh,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:20.520146
"Finma ngoul rakanbghik a wld 3ami kikhedmo lmjamr ,ana ra kanbghik wakha ikhadmo lmjamr,kanmout 3lik al 3mr",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:20.520146
Khallas habitq ana😍,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:20.520146
Khalas habitek ana,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:21.280695
khoya mocci 9hartini baghyin ljadid t3atalti ghayabti khoya chi 7aja tkon top,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:21.280695
khalasse habitk ana 🙂💖😍,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:21.280695
Jalas habite Ana dima love te deseo suerte hermano,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:21.981227
la maymkanch ce n est pas mon stile mais 3jabatni had chanson bezaaaaaf 👍👍👍👍👍👍👍👍👍,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:21.981227
"أروع صوت أغنية sid el juge🥰🥰
👇👇👇👇👇👏👏👇👏
https://youtu.be/OnSTgh64zU4",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:21.981227
"https://youtube.com/shorts/sccMLEFNMTI?feature=share
statut Whatsapp ❤️💖 🥰 Mocci 2022",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:21.981227
https://youtu.be/NXCFQIhS7CA,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:22.682198
https://youtu.be/FFd0M7K0IXE,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:22.682198
"25/12/2021
 00:23 
شدني الحماق على هاد ديسك نشطح عليه",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:24.711570
Ahsna haja sem3tha top  a5oya welh,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:24.711570
Yeppp top of 2021👏👏👏,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:25.412508
"[Paroles de Mocci ""Khalass""]

[Couplet 1]
Dayman 3aycha f bali wakha b3ida
3jebni 7ali m3ak morena
Ma fehmouchi chno kayen fi 9albi, Ahah!
Ghir m3ak li t3ellemt lghira
Ra machi darouri tkoun modela
Wakha l7ayat 9sira dayman tsibni fi jenbek
9albi kan 9asse7 m3a ghiro
Tal nhar li fih banti
Kount dayman nbeddel numeros
Daba ghir bou7dek ditih

[Refrain]
Wakha 9alou fik, khalass 7abbitek ana
Khalass nti tebghini, khalass ra yhedro fik
Wana wana wana wana
Ghadi neddik, chmen ghalat 3melto ana
Wach ghalat t7ebbini, kolchi ghalat ila nti wana
Wana wana wana wana

[Couplet 2]
Kayen million sabab bach ndiro la casa
Nkemmel 7yati m3ak w ndiro la fafa
Ch7al men 7aja 9ellebt 3liha w fik l9itha
Li binatna ra machi 3adi
Dik de7ka ra bezzaf 7ebbitha
Wellat a3az 7aja 3endi
Oh no no! Zine chafni tbeddel lounou
Wella 3endi number uno
Nhar jat 3ayni f 3youno
3youno, 3youno, 3youno


Sub Urban “PARAMOUR (feat. AURORA)' Official Lyrics & Meaning | Verified
Sub Urban “PARAMOUR (feat. AURORA)' Official Lyrics & Meaning | VerifiedZack Fox “fafo” Official Lyrics & Meaning | VerifiedAshnikko “Panic Attacks in Paradise” Official Lyrics & Meaning | VerifiedAminé “Charmander” Official Lyrics & Meaning | Verified

[Refrain]
Wakha 9alou fik, khalass 7abbitek ana
Khalass nti tebghini, khalass ra yhedro fik
Wana wana wana wana
Ghadi neddik, chmеn ghalat 3melto ana
Wach ghalat t7ebbini, kolchi ghalat ila nti wana
Wana wana wana wana

[Pont]
T9ol galbi 7ebbеk, ghir décider ma t9oulihach
Ki ndir m3ak, nti tnervini, ma 3reft 3lach
3arfek tghiri 3lya wana nghir 3lik
Wakha ga3 ma nbiyen lik
Ya jenniya 3ejbouni 3aynik
Nti magnifique, nti 3endi unique
Zine sympa, zine ndiha men darhom a bba
Sayssi ... ntiya harba, yfer7o darna w darkom chabba (blati blati)
Zine sympa, zine ndiha men darhom a bba
Sayssi ... ntiya harba, yfer7o darna w darkom chabba

[Refrain]
Wakha 9alou fik, khalass 7abbitek ana
Khalass nti tebghini, khalass ra yhedro fik
Wana wana wana wana
Ghadi neddik, chmen ghalat 3melto ana
Wach ghalat t7ebbini, kolchi ghalat ila nti wana
Wana wana wana wana",,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:26.085644
Chto l fananin good song bro😵😎✨,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:26.085644
Nfs rythm nfs music o makanch ma3na,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:26.794696
13m😳❤️❤️❤️❤️❤️👑,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:26.794696
23a,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:28.912812
https://youtu.be/6kkiDOpVasY,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:33.101929
Khalas habiteQ Ana🥵🇲🇦🇩🇿🇹🇳❤️‍🔥❤️‍🔥,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:33.101929
نديرو لفافا 1:26 وش معناها,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:33.101929
https://youtu.be/hBXtf2bDa4c,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:34.488734
https://youtube.com/watch?v=_v0X7OhdWe4&feature=share,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:34.488734
3ikedk😅💓😅💙😚💙😚💚😚😆😚😉😏😆😏💚❣💙❣💙❣💙😉😉😇,,,youtube_GXx8-gMzctM,,false,2026-04-03T19:09:44.828982
من بعد 2014 وانت مشطب والله، بعشق اغانيك القديمة لكن دلوقتي انت بتغني باسمك بس لاجل اكل العيش وخلاص,,,youtube_SCdi2CRXGtI,,false,2026-04-03T19:09:46.605398
1:46 انا طول ما انت في دنيتي رايق مية سنه قدام🌹,,,youtube_SCdi2CRXGtI,,false,2026-04-03T19:09:46.605398
مين بيسمعها 2026/ 22 مارس 😢💔,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.059839
محدش بيسمعها في 2026 ولا اي 😢,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
مين يسمعها 2026,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
اخ على الايام بتعدي بسرعة 2007اجمل ايامي عز الشباب,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
حد هنا في مقتبل نوفمبر 2025 😇,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
مين بيسمعها فى 2026,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
اناا من 2025 نصيحه لا تحب 🚬💔👻,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
انا اسمعها هلق و كتير بتعنيلي 2025.1.9❤💔🫂🥺,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
مين يسمعها  2025😢,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
تقريبا احنا جيل ال90  نفس التفكير والحزن والحنين,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
حب 8سنوات في بلدين مختلفة وفي الاخر يتجوز غيري😢😢😢😢😢😢😢😢,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
مين يسمعها بل 2025 💔,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
2025 ONS 🥹🥹💔💔❤️‍🩹❤️‍🩹,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
مين يسمعها 2025,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
مين بيسمعها في 2025🎉😔❤️‍🩹,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
ستعود كما كنت اخي 29/1/2025 😢,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
مين بيسمعها 2025😂,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
يااا جماعه مين يسمعها فـ 2025 !!! احسسساس خيالي,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
منو سامعها  ب2025,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
أول واحد عام 2025 🎉,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.060846
اخر 2024بسمعها انا واحدي ولا فيه ناس معيا,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
منو يسمعها واحنه داخلين على سنه 2025,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
مين يسمعها واحنا داخلين ع 2025,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
20.11.2024 مين لهلاء,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
مين بيسمع الاغنيه دي ف 2024😂❤,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
"2:00

اجمل ما في الاغنية❤❤",,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
2024 من احسن الاغاني,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
الله على الذكريات اكتر جيل انظلم جيل ال93 اياااام,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
1:45 الحته بحس اني عايزه ادغدغ الفون من حلاوتها🙂,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
"2024
تحيه لكم من هذا التاريخ",,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
مين بسمعها زي 2024 😢,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
10 / 8 / 2024 إذا سمعتوها بعدي رجعوني,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
مواليد الالفينات مين بيسمعها ف2024❤,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
"2024/6/12
س2:12 م",,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
تخيلو بعد صدمة انفصالي من خطيبي الصدمة مخلتنيش اعرف حد تاني 3 سنين بعد ماحسيت نفسي احسن عرفت واحد تاني طلع متجوز وكذب عليا💔 تخيلو كمة الغدر ! ياريت كل من مر من هنا يدعيلي قسما بالله تعبت,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
منو يسمعها ب 2024 ❤,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
داسمعها 2024 يوم السبت 6/8,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
منو جاي يسمعها 2024,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
2024😭😭😭 اخخ الله يعوضني كل خير يارب الكة الشخص اليعوضني عن كلشي شفته,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
مين بيسمعها في 2024,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
انا بسمعها من 2024 وببكي,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
"Tamer❤❤
2-5-2024 (10:55) 😍😍",,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
منو يسمعها في 2024 تجنن🙇🏻‍♀️💔,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
مين عم بسمعها 2024😢😅,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
2024 اين انتممممم,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
مواليد التسعينات ...من يسمعها 2024❤,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
مين بيسمعها في 2024,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
الفين و24  واني اسمعه 😢😢❤😔😔😔😔,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:49.879445
Nostalgie 2007😢,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
مين بيسمعها واحنا في 2024 😢,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
مين بيسمعها واحنا في 2024 😢,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
مين بيسمعها واحنا في 2024,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
2024 ولسه بحبها,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
وانا بسمهعا في كل وقت كل اغاني تامر بحبو جدا اووووووي ♥️♥️والي بسمهعها في 2824يتفق معايا,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
😂🎉 مرحبا 441138؟!,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
مين يسمعه واحنا داخلين 2024,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
مين بيسمعها واحنا داخلين علي 2024,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
"أنا
ولو في 20300000",,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
مين بيسمعها ونحنا داخلين عل 2024,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:50.697401
يعني خلااص 💔💔..2023/8/10,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:51.690757
من غشت 2023,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:51.690757
مين بيسمعها في 2023,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:51.690757
"3:05
 ٢٠٢٣
ومازال الألم موجود",,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:51.690757
اه على ذكريات لازلت اسمعها في منتصف 2023,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:51.690757
احنا في نص 2023 وللحين اسمعها الاغنية iconic❤❤❤❤,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:51.690757
منو يسمعها مثلي  ب 2023😢,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:52.533681
العزف رائع يصل إلى القلب من الدقيقه 2.00,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:52.533681
"طب قبل ما تمشي خليني ابكي في حضنك شوية....F🥺😭😭
آه...آه خليني ابكي في حضنك شوية...🍂💔😔
09/04/2023💔😞💯",,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:52.533681
16 سنه مر علي الألبوم ده,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:52.533681
✨طب مين معايا ف 2023✨🤔,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:52.533681
"مين لسه بيسمعهههااا في 2023؟؟؟؟
16/3/2023 
من أروع وأجمل أغاني تامر 💖💥
اللي للأسف ما اخدتش حقها لحد دلوقتي 😏😏
أنا كل ما بسمعها عيني بتدمع أكني بسمعها لأول مرة 😥😥
فيها كمية شجن وحزن ووجع 💔🥺",,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:52.533681
مين بيسمع الغنيه في 2023,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:52.533681
يااااه إلها 18سنة هالغنية شوكان إلا أيام مين عم يسمعا 2023,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:52.533681
بسمعها فى 2023💔🥺,,,youtube_sB7orCHLxBo,,false,2026-04-03T19:09:52.533681
